event,event_time,symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,last_qty,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,open_price,high_price,low_price,base_volume,quote_volume,open_time,close_time,first_trade_id,last_trade_id,trade_count
24hrTicker,2025-06-16T12:48:24.020+07:00,BTCUSDT,595.58,0.562,105491.1212,105968.41,106564,0.00163,106564.74,2.89671,106564.75,3.92742,105968.42,106785.71,104494.53,8943.78912,9.43E+08,2025-06-15T12:48:24.007+07:00,2025-06-16T12:48:24.007+07:00,5012479545,5014503324,2023780
24hrTicker,2025-06-16T12:48:25.020+07:00,BTCUSDT,596.34,0.563,105491.1186,105968.41,106564.75,0.00251,106564.74,4.48194,106564.75,3.9354,105968.41,106785.71,104494.53,8943.7372,9.43E+08,2025-06-15T12:48:25.001+07:00,2025-06-16T12:48:25.001+07:00,5012479563,5014503338,2023776
24hrTicker,2025-06-16T12:48:26.014+07:00,BTCUSDT,596.34,0.563,105491.119,105968.41,106564.75,0.00547,106564.74,5.18685,106564.75,3.23661,105968.41,106785.71,104494.53,8943.74016,9.43E+08,2025-06-15T12:48:26.005+07:00,2025-06-16T12:48:26.005+07:00,5012479563,5014503341,2023779
24hrTicker,2025-06-16T12:48:27.020+07:00,BTCUSDT,596.33,0.563,105491.1185,105968.42,106564.75,0.00547,106564.74,2.98868,106564.75,3.87767,105968.42,106785.71,104494.53,8943.73182,9.43E+08,2025-06-15T12:48:27.008+07:00,2025-06-16T12:48:27.008+07:00,5012479565,5014503341,2023777
24hrTicker,2025-06-16T12:48:28.020+07:00,BTCUSDT,590.63,0.557,105491.1042,105974.12,106564.75,0.10206,106564.74,4.61205,106564.75,3.94083,105974.12,106785.71,104494.53,8943.3382,9.43E+08,2025-06-15T12:48:28.012+07:00,2025-06-16T12:48:28.012+07:00,5012479666,5014503343,2023678
24hrTicker,2025-06-16T12:48:29.020+07:00,BTCUSDT,590.61,0.557,105491.1051,105974.13,106564.74,0.01024,106564.74,4.76184,106564.75,0.92508,105974.13,106785.71,104494.53,8943.34169,9.43E+08,2025-06-15T12:48:29.009+07:00,2025-06-16T12:48:29.009+07:00,5012479673,5014503345,2023673
24hrTicker,2025-06-16T12:48:30.020+07:00,BTCUSDT,590.61,0.557,105491.1049,105974.12,106564.74,0.01024,106564.74,4.67413,106564.75,2.60458,105974.13,106785.71,104494.53,8943.33776,9.43E+08,2025-06-15T12:48:30.002+07:00,2025-06-16T12:48:30.002+07:00,5012479675,5014503345,2023671
24hrTicker,2025-06-16T12:48:31.020+07:00,BTCUSDT,590.62,0.557,105491.115,105974.13,106564.75,0.07835,106564.74,4.66148,106564.75,2.53938,105974.13,106785.71,104494.53,8943.41303,9.43E+08,2025-06-15T12:48:31.011+07:00,2025-06-16T12:48:31.011+07:00,5012479687,5014503361,2023675
24hrTicker,2025-06-16T12:48:32.020+07:00,BTCUSDT,590.62,0.557,105491.1124,105974.12,106564.74,6.20E-04,106564.74,4.65803,106564.75,2.55566,105974.12,106785.71,104494.53,8943.36254,9.43E+08,2025-06-15T12:48:32.012+07:00,2025-06-16T12:48:32.012+07:00,5012479702,5014503364,2023663
24hrTicker,2025-06-16T12:48:33.020+07:00,BTCUSDT,590.62,0.557,105491.1027,105974.13,106564.74,0.00278,106564.74,4.71706,106564.75,3.06371,105974.12,106785.71,104494.53,8943.17728,9.43E+08,2025-06-15T12:48:33.006+07:00,2025-06-16T12:48:33.006+07:00,5012479706,5014503366,2023661
24hrTicker,2025-06-16T12:48:34.020+07:00,BTCUSDT,590.63,0.557,105491.1026,105974.13,106564.75,1.50E-04,106564.74,4.75829,106564.75,3.06473,105974.12,106785.71,104494.53,8943.17499,9.43E+08,2025-06-15T12:48:34.009+07:00,2025-06-16T12:48:34.009+07:00,5012479708,5014503367,2023660
24hrTicker,2025-06-16T12:48:35.020+07:00,BTCUSDT,590.62,0.557,105491.1021,105974.13,106564.74,3.10E-04,106564.74,4.79221,106564.75,3.11834,105974.12,106785.71,104494.53,8943.16643,9.43E+08,2025-06-15T12:48:35.007+07:00,2025-06-16T12:48:35.007+07:00,5012479712,5014503369,2023658
24hrTicker,2025-06-16T12:48:36.020+07:00,BTCUSDT,590.62,0.557,105491.1021,105974.13,106564.75,4.00E-04,106564.74,5.46265,106564.75,2.67609,105974.13,106785.71,104494.53,8943.16544,9.43E+08,2025-06-15T12:48:36.011+07:00,2025-06-16T12:48:36.011+07:00,5012479715,5014503372,2023658
24hrTicker,2025-06-16T12:48:37.020+07:00,BTCUSDT,590.61,0.557,105491.1051,105974.13,106564.74,2.70E-04,106564.74,5.42939,106564.75,2.25818,105974.13,106785.71,104494.53,8943.18962,9.43E+08,2025-06-15T12:48:37.011+07:00,2025-06-16T12:48:37.011+07:00,5012479721,5014503380,2023660
24hrTicker,2025-06-16T12:48:38.020+07:00,BTCUSDT,590.63,0.557,105491.1175,105974.13,106564.75,0.1032,106564.74,5.46146,106564.75,2.71847,105974.12,106785.71,104494.53,8943.29256,9.43E+08,2025-06-15T12:48:38.007+07:00,2025-06-16T12:48:38.007+07:00,5012479722,5014503382,2023661
24hrTicker,2025-06-16T12:48:39.020+07:00,BTCUSDT,590.61,0.557,105491.1276,105974.13,106564.74,0.00703,106564.74,5.37608,106564.75,2.78346,105974.13,106785.71,104494.53,8943.37517,9.43E+08,2025-06-15T12:48:39.006+07:00,2025-06-16T12:48:39.006+07:00,5012479727,5014503387,2023661
24hrTicker,2025-06-16T12:48:40.020+07:00,BTCUSDT,590.62,0.557,105491.1277,105974.13,106564.75,3.10E-04,106564.74,5.37159,106564.75,2.90302,105974.13,106785.71,104494.53,8943.37584,9.43E+08,2025-06-15T12:48:40.008+07:00,2025-06-16T12:48:40.008+07:00,5012479728,5014503389,2023662
24hrTicker,2025-06-16T12:48:41.020+07:00,BTCUSDT,590.62,0.557,105491.1278,105974.13,106564.74,8.00E-05,106564.74,5.44908,106564.75,2.78408,105974.12,106785.71,104494.53,8943.37644,9.43E+08,2025-06-15T12:48:41.013+07:00,2025-06-16T12:48:41.013+07:00,5012479729,5014503394,2023666
24hrTicker,2025-06-16T12:48:42.020+07:00,BTCUSDT,590.61,0.557,105491.1274,105974.12,106564.74,4.80E-04,106564.74,5.44862,106564.75,2.78417,105974.13,106785.71,104494.53,8943.36763,9.43E+08,2025-06-15T12:48:42.012+07:00,2025-06-16T12:48:42.012+07:00,5012479731,5014503396,2023666
24hrTicker,2025-06-16T12:48:43.020+07:00,BTCUSDT,590.62,0.557,105491.1271,105974.13,106564.75,1.50E-04,106564.74,5.47628,106564.75,0.03591,105974.13,106785.71,104494.53,8943.36141,9.43E+08,2025-06-15T12:48:43.013+07:00,2025-06-16T12:48:43.013+07:00,5012479734,5014503402,2023669
24hrTicker,2025-06-16T12:48:44.020+07:00,BTCUSDT,590.64,0.557,105491.1004,105974.12,106564.75,0.0047,106564.74,5.76634,106564.75,1.35679,105974.11,106785.71,104494.53,8942.86181,9.43E+08,2025-06-15T12:48:44.010+07:00,2025-06-16T12:48:44.010+07:00,5012479793,5014503405,2023613
24hrTicker,2025-06-16T12:48:45.020+07:00,BTCUSDT,590.62,0.557,105491.1006,105974.11,106564.74,0.0138,106564.74,5.5832,106564.75,2.49368,105974.12,106785.71,104494.53,8942.84839,9.43E+08,2025-06-15T12:48:45.011+07:00,2025-06-16T12:48:45.011+07:00,5012479798,5014503410,2023613
24hrTicker,2025-06-16T12:48:46.020+07:00,BTCUSDT,590.63,0.557,105491.1002,105974.11,106564.74,6.60E-04,106564.74,5.591,106564.75,2.2142,105974.11,106785.71,104494.53,8942.83919,9.43E+08,2025-06-15T12:48:46.011+07:00,2025-06-16T12:48:46.011+07:00,5012479802,5014503414,2023613
24hrTicker,2025-06-16T12:48:47.020+07:00,BTCUSDT,592.14,0.559,105491.1032,105972.61,106564.76,0.00931,106564.76,9.45826,106564.77,0.00706,105972.62,106785.71,104494.53,8942.84723,9.43E+08,2025-06-15T12:48:47.013+07:00,2025-06-16T12:48:47.013+07:00,5012479877,5014503480,2023604
24hrTicker,2025-06-16T12:48:48.020+07:00,BTCUSDT,599.41,0.566,105491.0969,105970.58,106569.99,0.05424,106569.98,9.59774,106569.99,1.05866,105970.58,106785.71,104494.53,8942.64207,9.43E+08,2025-06-15T12:48:48.013+07:00,2025-06-16T12:48:48.013+07:00,5012479962,5014503552,2023591
