event,event_time,symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,last_qty,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,open_price,high_price,low_price,base_volume,quote_volume,open_time,close_time,first_trade_id,last_trade_id,trade_count
24hrTicker,2025-06-10T15:42:46.795+07:00,SOLUSDT,6.96,4.603,156.96171598,151.23,158.18,0.05,158.18,527.091,158.19,372.489,151.22,161.82,151.12,3229442.87,5.0689889452943E8,2025-06-09T15:42:46.740+07:00,2025-06-10T15:42:46.740+07:00,1324973144,1326976135,2002992
24hrTicker,2025-06-10T15:42:47.795+07:00,SOLUSDT,6.96,4.603,156.961716,151.23,158.18,0.1,158.18,521.413,158.19,445.241,151.22,161.82,151.12,3229442.92,5.0689890243843E8,2025-06-09T15:42:47.722+07:00,2025-06-10T15:42:47.722+07:00,1324973144,1326976136,2002993
24hrTicker,2025-06-10T15:42:48.795+07:00,SOLUSDT,6.96,4.603,156.96171617,151.23,158.18,0.05,158.18,521.363,158.19,445.517,151.22,161.82,151.12,3229443.373,5.06898974098E8,2025-06-09T15:42:48.696+07:00,2025-06-10T15:42:48.696+07:00,1324973144,1326976142,2002999
24hrTicker,2025-06-10T15:42:49.800+07:00,SOLUSDT,6.96,4.603,156.96180712,151.21,158.18,60.1,158.18,485.569,158.19,404.76,151.22,161.82,151.12,3229465.032,5.069026674397E8,2025-06-09T15:42:49.754+07:00,2025-06-10T15:42:49.754+07:00,1324973189,1326976169,2002981
24hrTicker,2025-06-10T15:42:50.800+07:00,SOLUSDT,6.97,4.609,156.96181632,151.21,158.18,0.05,158.18,485.519,158.19,397.175,151.21,161.82,151.12,3229463.059,5.0690238748356E8,2025-06-09T15:42:50.791+07:00,2025-06-10T15:42:50.791+07:00,1324973221,1326976171,2002951
24hrTicker,2025-06-10T15:42:51.795+07:00,SOLUSDT,6.97,4.609,156.96181634,151.21,158.18,0.1,158.18,485.469,158.19,402.185,151.21,161.82,151.12,3229463.109,5.0690239539256E8,2025-06-09T15:42:51.696+07:00,2025-06-10T15:42:51.696+07:00,1324973221,1326976172,2002952
24hrTicker,2025-06-10T15:46:03.034+07:00,ETHUSDT,190.1,7.637,2625.6238281,2489.33,2679.42,0.0833,2679.41,48.9771,2679.42,141.4454,2489.32,2726.78,2489.17,776727.4214,2.039394025568568E9,2025-06-09T15:46:03.003+07:00,2025-06-10T15:46:03.003+07:00,2508387239,2512043799,3656561
24hrTicker,2025-06-10T15:46:04.033+07:00,ETHUSDT,190.09,7.636,2625.62383434,2489.33,2679.42,0.089,2679.41,1.5701,2679.42,145.5187,2489.33,2726.78,2489.17,776727.3938,2.039393957946772E9,2025-06-09T15:46:04.007+07:00,2025-06-10T15:46:04.007+07:00,2508387248,2512043800,3656553
24hrTicker,2025-06-10T15:46:05.033+07:00,ETHUSDT,190.1,7.637,2625.62410415,2489.32,2679.42,1.9258,2679.41,9.4941,2679.42,165.4174,2489.32,2726.78,2489.17,776728.418,2.039396856677698E9,2025-06-09T15:46:05.012+07:00,2025-06-10T15:46:05.012+07:00,2508387254,2512043802,3656549
24hrTicker,2025-06-10T15:46:06.025+07:00,ETHUSDT,190.09,7.636,2625.62527473,2489.32,2679.42,14.2153,2679.41,69.6363,2679.42,89.1286,2489.33,2726.78,2489.17,776738.8872,2.039425254100592E9,2025-06-09T15:46:06.002+07:00,2025-06-10T15:46:06.002+07:00,2508387256,2512043806,3656551
24hrTicker,2025-06-10T15:46:07.023+07:00,ETHUSDT,190.09,7.636,2625.62530778,2489.32,2679.42,14.6925,2679.41,99.2339,2679.42,20.3943,2489.33,2726.78,2489.17,776739.3644,2.039426532719816E9,2025-06-09T15:46:07.000+07:00,2025-06-10T15:46:07.000+07:00,2508387256,2512043809,3656554
